invoice_id,vendor_gstin,invoice_number,invoice_date,filing_period,taxable_value,cgst,sgst,igst,total_tax,total_invoice_value
INV00618,27SEMYC5414QOZO,INV/082025/00015,2025-08-17,08-2025,5738.76,0.0,0.0,1606.85,1606.85,7345.61
INV00619,27SEMYC5414QOZO,INV/082025/00016,2025-08-02,08-2025,99872.91,0.0,0.0,11984.75,11984.75,111857.66
INV00620,27SEMYC5414QOZO,INV/062025/00017,2025-06-30,06-2025,170140.32,0.0,0.0,30625.26,30625.26,200765.58
INV00621,27SEMYC5414QOZO,INV/052025/00018,2025-05-25,05-2025,24911.18,0.0,0.0,6975.13,6975.13,31886.31
INV00622,27SEMYC5414QOZO,INV/022026/00019,2026-02-17,02-2026,175019.06,0.0,0.0,49005.34,49005.34,224024.4
INV00623,27SEMYC5414QOZO,INV/062025/00020,2025-06-13,06-2025,193735.43,0.0,0.0,34872.38,34872.38,228607.81
INV00624,27SEMYC5414QOZO,INV/062025/00021,2025-06-13,06-2025,104023.31,0.0,0.0,29126.53,29126.53,133149.84
INV00625,27SEMYC5414QOZO,INV/112025/00022,2025-11-08,11-2025,34946.92,0.0,0.0,4193.63,4193.63,39140.55
INV00626,27SEMYC5414QOZO,INV/122025/00023,2025-12-20,12-2025,17084.84,0.0,0.0,854.24,854.24,17939.08
INV00627,27SEMYC5414QOZO,INV/032026/00024,2026-03-12,03-2026,4254.53,0.0,0.0,510.54,510.54,4765.07
INV00628,27SEMYC5414QOZO,INV/072025/00025,2025-07-24,07-2025,20482.51,0.0,0.0,2457.9,2457.9,22940.41
INV00629,27SEMYC5414QOZO,INV/092025/00026,2025-09-01,09-2025,200038.85,0.0,0.0,56010.88,56010.88,256049.73
INV00630,27SEMYC5414QOZO,INV/102025/00027,2025-10-07,10-2025,20145.42,0.0,0.0,2417.45,2417.45,22562.87
INV00631,27SEMYC5414QOZO,INV/042025/00028,2025-04-09,04-2025,147581.07,0.0,0.0,41322.7,41322.7,188903.77
INV00632,27SEMYC5414QOZO,INV/052025/00029,2025-05-04,05-2025,133742.36,0.0,0.0,16049.08,16049.08,149791.44
INV00633,27SEMYC5414QOZO,INV/112025/00030,2025-11-03,11-2025,217969.43,0.0,0.0,26156.33,26156.33,244125.76
INV00634,27SEMYC5414QOZO,INV/032026/00031,2026-03-19,03-2026,179223.78,0.0,0.0,32260.28,32260.28,211484.06
INV00635,27SEMYC5414QOZO,INV/062025/00032,2025-06-16,06-2025,161259.0,0.0,0.0,45152.52,45152.52,206411.52
INV00636,27SEMYC5414QOZO,INV/052025/00033,2025-05-06,05-2025,66679.7,0.0,0.0,8001.56,8001.56,74681.26
INV00637,27SEMYC5414QOZO,INV/072025/00034,2025-07-28,07-2025,52213.58,0.0,0.0,2610.68,2610.68,54824.26
INV00638,27SEMYC5414QOZO,INV/112025/00035,2025-11-05,11-2025,235647.41,0.0,0.0,42416.53,42416.53,278063.94
INV00639,27SEMYC5414QOZO,INV/072025/00036,2025-07-22,07-2025,110182.86,0.0,0.0,19832.91,19832.91,130015.77
INV00640,27SEMYC5414QOZO,INV/042025/00037,2025-04-25,04-2025,10892.69,0.0,0.0,3049.95,3049.95,13942.64
INV00641,27SEMYC5414QOZO,INV/102025/00038,2025-10-18,10-2025,209709.15,0.0,0.0,58718.56,58718.56,268427.71
INV00642,27SEMYC5414QOZO,INV/062025/00039,2025-06-17,06-2025,149631.59,0.0,0.0,17955.79,17955.79,167587.38
INV00643,27SEMYC5414QOZO,INV/092025/00040,2025-09-05,09-2025,231118.17,0.0,0.0,27734.18,27734.18,258852.35
INV00644,27SEMYC5414QOZO,INV/082025/00041,2025-08-30,08-2025,118444.92,0.0,0.0,5922.25,5922.25,124367.17
INV00645,06IJXBV2425KOZ2,INV/122025/00001,2025-12-25,12-2025,61035.62,0.0,0.0,17089.97,17089.97,78125.59
INV00646,06IJXBV2425KOZ2,INV/082025/00002,2025-08-21,08-2025,187702.15,0.0,0.0,52556.6,52556.6,240258.75
INV00647,06IJXBV2425KOZ2,INV/022026/00003,2026-02-27,02-2026,41918.37,0.0,0.0,2095.92,2095.92,44014.29
INV00648,06IJXBV2425KOZ2,INV/092025/00004,2025-09-20,09-2025,95505.64,0.0,0.0,17191.02,17191.02,112696.66
INV00649,06IJXBV2425KOZ2,INV/112025/00005,2025-11-24,11-2025,100877.35,0.0,0.0,5043.87,5043.87,105921.22
INV00650,06IJXBV2425KOZ2,INV/072025/00006,2025-07-15,07-2025,66278.52,0.0,0.0,18557.99,18557.99,84836.51
INV00651,06IJXBV2425KOZ2,INV/072025/00007,2025-07-21,07-2025,70880.28,0.0,0.0,19846.48,19846.48,90726.76
INV00652,06IJXBV2425KOZ2,INV/112025/00008,2025-11-21,11-2025,198461.06,0.0,0.0,9923.05,9923.05,208384.11
INV00653,06IJXBV2425KOZ2,INV/012026/00009,2026-01-19,01-2026,81578.18,0.0,0.0,9789.38,9789.38,91367.56
INV00654,06IJXBV2425KOZ2,INV/092025/00010,2025-09-07,09-2025,161546.56,0.0,0.0,8077.33,8077.33,169623.89
INV00655,06IJXBV2425KOZ2,INV/102025/00011,2025-10-31,10-2025,104612.8,0.0,0.0,12553.54,12553.54,117166.34
INV00656,06IJXBV2425KOZ2,INV/122025/00012,2025-12-08,12-2025,4491.38,0.0,0.0,1257.59,1257.59,5748.97
INV00657,06IJXBV2425KOZ2,INV/122025/00013,2025-12-13,12-2025,187537.69,0.0,0.0,22504.52,22504.52,210042.21
INV00658,06IJXBV2425KOZ2,INV/092025/00014,2025-09-12,09-2025,135862.95,0.0,0.0,24455.33,24455.33,160318.28
INV00659,06IJXBV2425KOZ2,INV/022026/00015,2026-02-13,02-2026,236380.43,0.0,0.0,42548.48,42548.48,278928.91
INV00660,06IJXBV2425KOZ2,INV/042025/00016,2025-04-17,04-2025,42884.92,0.0,0.0,12007.78,12007.78,54892.7
INV00661,06IJXBV2425KOZ2,INV/122025/00017,2025-12-30,12-2025,116970.59,0.0,0.0,14036.47,14036.47,131007.06
INV00662,06IJXBV2425KOZ2,INV/112025/00018,2025-11-14,11-2025,173692.29,0.0,0.0,31264.61,31264.61,204956.9
INV00663,06IJXBV2425KOZ2,INV/122025/00019,2025-12-06,12-2025,99238.2,0.0,0.0,4961.91,4961.91,104200.11
INV00664,06IJXBV2425KOZ2,INV/062025/00020,2025-06-19,06-2025,186145.97,0.0,0.0,9307.3,9307.3,195453.27
INV00665,06IJXBV2425KOZ2,INV/062025/00021,2025-06-04,06-2025,174088.25,0.0,0.0,48744.71,48744.71,222832.96
INV00666,06IJXBV2425KOZ2,INV/012026/00022,2026-01-13,01-2026,246401.8,0.0,0.0,12320.09,12320.09,258721.89
INV00667,06IJXBV2425KOZ2,INV/012026/00023,2026-01-24,01-2026,44183.81,0.0,0.0,12371.47,12371.47,56555.28
INV00668,06IJXBV2425KOZ2,INV/052025/00024,2025-05-13,05-2025,199286.25,0.0,0.0,35871.53,35871.53,235157.78
INV00669,06IJXBV2425KOZ2,INV/122025/00025,2025-12-19,12-2025,145335.84,0.0,0.0,26160.45,26160.45,171496.29
INV00670,06IJXBV2425KOZ2,INV/082025/00026,2025-08-12,08-2025,95386.4,0.0,0.0,11446.37,11446.37,106832.77
INV00671,06IJXBV2425KOZ2,INV/112025/00027,2025-11-17,11-2025,14397.58,0.0,0.0,4031.32,4031.32,18428.9
INV00672,06IJXBV2425KOZ2,INV/102025/00028,2025-10-08,10-2025,149161.21,0.0,0.0,41765.14,41765.14,190926.35
INV00673,06IJXBV2425KOZ2,INV/062025/00029,2025-06-05,06-2025,240852.34,0.0,0.0,28902.28,28902.28,269754.62
INV00674,06IJXBV2425KOZ2,INV/032026/00030,2026-03-30,03-2026,63691.04,0.0,0.0,11464.39,11464.39,75155.43
INV00675,06IJXBV2425KOZ2,INV/052025/00031,2025-05-25,05-2025,4694.24,0.0,0.0,844.96,844.96,5539.2
INV00676,06IJXBV2425KOZ2,INV/042025/00032,2025-04-06,04-2025,248152.41,0.0,0.0,12407.62,12407.62,260560.03
INV00677,06IJXBV2425KOZ2,INV/022026/00033,2026-02-13,02-2026,8558.22,0.0,0.0,1026.99,1026.99,9585.21
INV00678,06IJXBV2425KOZ2,INV/102025/00034,2025-10-12,10-2025,137800.47,0.0,0.0,16536.06,16536.06,154336.53
INV00679,06IJXBV2425KOZ2,INV/082025/00035,2025-08-13,08-2025,161933.77,0.0,0.0,8096.69,8096.69,170030.46
INV00680,06IJXBV2425KOZ2,INV/122025/00036,2025-12-07,12-2025,186639.7,0.0,0.0,9331.99,9331.99,195971.69
INV00681,06IJXBV2425KOZ2,INV/032026/00037,2026-03-08,03-2026,208271.83,0.0,0.0,37488.93,37488.93,245760.76
INV00682,06IJXBV2425KOZ2,INV/012026/00038,2026-01-22,01-2026,206239.12,0.0,0.0,24748.69,24748.69,230987.81
INV00683,06IJXBV2425KOZ2,INV/122025/00039,2025-12-05,12-2025,151133.81,0.0,0.0,42317.47,42317.47,193451.28
INV00684,06IJXBV2425KOZ2,INV/052025/00040,2025-05-27,05-2025,153466.89,0.0,0.0,7673.34,7673.34,161140.23
INV00685,06IJXBV2425KOZ2,INV/032026/00041,2026-03-05,03-2026,113432.26,0.0,0.0,31761.03,31761.03,145193.29
INV00686,06IJXBV2425KOZ2,INV/012026/00042,2026-01-30,01-2026,200259.02,0.0,0.0,24031.08,24031.08,224290.1
INV00687,06IJXBV2425KOZ2,INV/072025/00043,2025-07-30,07-2025,207815.51,0.0,0.0,24937.86,24937.86,232753.37
INV00688,06IJXBV2425KOZ2,INV/102025/00044,2025-10-01,10-2025,239953.92,0.0,0.0,11997.7,11997.7,251951.62
INV00689,06IJXBV2425KOZ2,INV/062025/00045,2025-06-24,06-2025,193075.78,0.0,0.0,54061.22,54061.22,247137.0
INV00690,06IJXBV2425KOZ2,INV/112025/00046,2025-11-18,11-2025,30921.43,0.0,0.0,5565.86,5565.86,36487.29
INV00691,06IJXBV2425KOZ2,INV/122025/00047,2025-12-18,12-2025,110848.83,0.0,0.0,5542.44,5542.44,116391.27
INV00692,06IJXBV2425KOZ2,INV/062025/00048,2025-06-25,06-2025,185698.95,0.0,0.0,51995.71,51995.71,237694.66
INV00693,06IJXBV2425KOZ2,INV/082025/00049,2025-08-25,08-2025,195428.92,0.0,0.0,9771.45,9771.45,205200.37
INV00694,27GOLCG1394YCZX,INV/122025/00001,2025-12-22,12-2025,28327.57,0.0,0.0,1416.38,1416.38,29743.95
INV00695,27GOLCG1394YCZX,INV/122025/00002,2025-12-22,12-2025,151954.1,0.0,0.0,27351.74,27351.74,179305.84
INV00696,27GOLCG1394YCZX,INV/062025/00003,2025-06-19,06-2025,18145.99,0.0,0.0,2177.52,2177.52,20323.51
INV00697,27GOLCG1394YCZX,INV/022026/00004,2026-02-19,02-2026,57213.35,0.0,0.0,6865.6,6865.6,64078.95
INV00698,27GOLCG1394YCZX,INV/072025/00005,2025-07-27,07-2025,124689.82,0.0,0.0,22444.17,22444.17,147133.99
INV00699,27GOLCG1394YCZX,INV/022026/00006,2026-02-06,02-2026,64474.33,0.0,0.0,11605.38,11605.38,76079.71
INV00700,27GOLCG1394YCZX,INV/032026/00007,2026-03-30,03-2026,13373.65,0.0,0.0,2407.26,2407.26,15780.91
INV00701,27GOLCG1394YCZX,INV/102025/00008,2025-10-06,10-2025,54301.34,0.0,0.0,6516.16,6516.16,60817.5
INV00702,27GOLCG1394YCZX,INV/082025/00009,2025-08-02,08-2025,191602.72,0.0,0.0,34488.49,34488.49,226091.21
INV00703,27GOLCG1394YCZX,INV/022026/00010,2026-02-28,02-2026,240173.74,0.0,0.0,12008.69,12008.69,252182.43
INV00704,27GOLCG1394YCZX,INV/122025/00011,2025-12-16,12-2025,71453.95,0.0,0.0,8574.47,8574.47,80028.42
INV00705,27GOLCG1394YCZX,INV/072025/00012,2025-07-12,07-2025,110452.07,0.0,0.0,13254.25,13254.25,123706.32
INV00706,27GOLCG1394YCZX,INV/052025/00013,2025-05-12,05-2025,105853.54,0.0,0.0,29638.99,29638.99,135492.53
INV00707,27GOLCG1394YCZX,INV/012026/00014,2026-01-05,01-2026,245764.9,0.0,0.0,44237.68,44237.68,290002.58
INV00708,27GOLCG1394YCZX,INV/072025/00015,2025-07-31,07-2025,85044.4,0.0,0.0,4252.22,4252.22,89296.62
INV00709,27GOLCG1394YCZX,INV/092025/00016,2025-09-04,09-2025,83368.95,0.0,0.0,15006.41,15006.41,98375.36
INV00710,27GOLCG1394YCZX,INV/032026/00017,2026-03-07,03-2026,45620.08,0.0,0.0,2281.0,2281.0,47901.08
INV00711,27GOLCG1394YCZX,INV/122025/00018,2025-12-31,12-2025,141326.37,0.0,0.0,7066.32,7066.32,148392.69
INV00712,27GOLCG1394YCZX,INV/072025/00019,2025-07-29,07-2025,21670.74,0.0,0.0,2600.49,2600.49,24271.23
INV00713,27GOLCG1394YCZX,INV/102025/00020,2025-10-06,10-2025,15318.75,0.0,0.0,765.94,765.94,16084.69
INV00714,27GOLCG1394YCZX,INV/072025/00021,2025-07-02,07-2025,68741.52,0.0,0.0,12373.47,12373.47,81114.99
INV00715,27GOLCG1394YCZX,INV/082025/00022,2025-08-04,08-2025,198645.77,0.0,0.0,9932.29,9932.29,208578.06
INV00716,27GOLCG1394YCZX,INV/122025/00023,2025-12-12,12-2025,98148.78,0.0,0.0,4907.44,4907.44,103056.22
INV00717,27GOLCG1394YCZX,INV/112025/00024,2025-11-09,11-2025,34277.68,0.0,0.0,1713.88,1713.88,35991.56
INV00718,27GOLCG1394YCZX,INV/082025/00025,2025-08-04,08-2025,117191.94,0.0,0.0,21094.55,21094.55,138286.49
INV00719,27GOLCG1394YCZX,INV/052025/00026,2025-05-11,05-2025,145522.11,0.0,0.0,40746.19,40746.19,186268.3
INV00720,27GOLCG1394YCZX,INV/032026/00027,2026-03-12,03-2026,56400.04,0.0,0.0,6768.0,6768.0,63168.04
INV00721,27GOLCG1394YCZX,INV/112025/00028,2025-11-02,11-2025,45549.64,0.0,0.0,2277.48,2277.48,47827.12
INV00722,27GOLCG1394YCZX,INV/012026/00029,2026-01-11,01-2026,14419.74,0.0,0.0,1730.37,1730.37,16150.11
INV00723,27GOLCG1394YCZX,INV/082025/00030,2025-08-13,08-2025,44529.4,0.0,0.0,8015.29,8015.29,52544.69
INV00724,27GOLCG1394YCZX,INV/072025/00031,2025-07-25,07-2025,169508.11,0.0,0.0,30511.46,30511.46,200019.57
INV00725,27GOLCG1394YCZX,INV/122025/00032,2025-12-22,12-2025,20249.45,0.0,0.0,5669.85,5669.85,25919.3
INV00726,27GOLCG1394YCZX,INV/122025/00033,2025-12-24,12-2025,176649.01,0.0,0.0,8832.45,8832.45,185481.46
INV00727,27GOLCG1394YCZX,INV/032026/00034,2026-03-10,03-2026,152957.49,0.0,0.0,7647.87,7647.87,160605.36
INV00728,27GOLCG1394YCZX,INV/082025/00035,2025-08-30,08-2025,116935.67,0.0,0.0,21048.42,21048.42,137984.09
INV00729,27GOLCG1394YCZX,INV/082025/00036,2025-08-28,08-2025,21365.88,0.0,0.0,2563.91,2563.91,23929.79
INV00730,27GOLCG1394YCZX,INV/042025/00037,2025-04-23,04-2025,217710.26,0.0,0.0,26125.23,26125.23,243835.49
INV00731,27GOLCG1394YCZX,INV/072025/00038,2025-07-02,07-2025,106741.91,0.0,0.0,12809.03,12809.03,119550.94
INV00732,27GOLCG1394YCZX,INV/092025/00039,2025-09-02,09-2025,135392.49,0.0,0.0,6769.62,6769.62,142162.11
INV00733,27GOLCG1394YCZX,INV/102025/00040,2025-10-07,10-2025,202397.24,0.0,0.0,36431.5,36431.5,238828.74
INV00734,27GOLCG1394YCZX,INV/012026/00041,2026-01-30,01-2026,10524.01,0.0,0.0,1894.32,1894.32,12418.33
INV00735,27GOLCG1394YCZX,INV/122025/00042,2025-12-10,12-2025,24628.51,0.0,0.0,4433.13,4433.13,29061.64
INV00736,27GOLCG1394YCZX,INV/062025/00043,2025-06-23,06-2025,39460.74,0.0,0.0,11049.01,11049.01,50509.75
INV00737,27GOLCG1394YCZX,INV/012026/00044,2026-01-15,01-2026,138932.74,0.0,0.0,6946.64,6946.64,145879.38
INV00738,27GOLCG1394YCZX,INV/052025/00045,2025-05-12,05-2025,167528.71,0.0,0.0,8376.44,8376.44,175905.15
INV00739,27GOLCG1394YCZX,INV/022026/00046,2026-02-27,02-2026,237131.66,0.0,0.0,42683.7,42683.7,279815.36
INV00740,27GOLCG1394YCZX,INV/052025/00047,2025-05-11,05-2025,225117.84,0.0,0.0,40521.21,40521.21,265639.05
INV00741,27GOLCG1394YCZX,INV/092025/00048,2025-09-14,09-2025,127072.86,0.0,0.0,35580.4,35580.4,162653.26
INV00742,27GOLCG1394YCZX,INV/102025/00049,2025-10-27,10-2025,137545.1,0.0,0.0,38512.63,38512.63,176057.73
INV00743,27GOLCG1394YCZX,INV/092025/00050,2025-09-22,09-2025,142213.38,0.0,0.0,7110.67,7110.67,149324.05
INV00744,27GOLCG1394YCZX,INV/122025/00051,2025-12-05,12-2025,107370.2,0.0,0.0,30063.66,30063.66,137433.86
INV00745,06CRCHY8380GYZQ,INV/072025/00001,2025-07-09,07-2025,58068.48,0.0,0.0,16259.17,16259.17,74327.65
INV00746,06CRCHY8380GYZQ,INV/052025/00002,2025-05-26,05-2025,124567.61,0.0,0.0,6228.38,6228.38,130795.99
INV00747,06CRCHY8380GYZQ,INV/032026/00003,2026-03-20,03-2026,224338.77,0.0,0.0,40380.98,40380.98,264719.75
INV00748,06CRCHY8380GYZQ,INV/052025/00004,2025-05-27,05-2025,41329.91,0.0,0.0,11572.37,11572.37,52902.28
INV00749,06CRCHY8380GYZQ,INV/112025/00005,2025-11-27,11-2025,104068.79,0.0,0.0,29139.26,29139.26,133208.05
INV00750,06CRCHY8380GYZQ,INV/012026/00006,2026-01-04,01-2026,66942.55,0.0,0.0,8033.11,8033.11,74975.66
INV00751,06CRCHY8380GYZQ,INV/082025/00007,2025-08-01,08-2025,93638.47,0.0,0.0,4681.92,4681.92,98320.39
INV00752,06CRCHY8380GYZQ,INV/062025/00008,2025-06-20,06-2025,92793.59,0.0,0.0,4639.68,4639.68,97433.27
INV00753,06CRCHY8380GYZQ,INV/042025/00009,2025-04-13,04-2025,213540.24,0.0,0.0,10677.01,10677.01,224217.25
INV00754,06CRCHY8380GYZQ,INV/032026/00010,2026-03-03,03-2026,143537.71,0.0,0.0,7176.89,7176.89,150714.6
INV00755,06CRCHY8380GYZQ,INV/092025/00011,2025-09-08,09-2025,82298.11,0.0,0.0,23043.47,23043.47,105341.58
INV00756,06CRCHY8380GYZQ,INV/012026/00012,2026-01-22,01-2026,168981.78,0.0,0.0,30416.72,30416.72,199398.5
INV00757,06CRCHY8380GYZQ,INV/022026/00013,2026-02-12,02-2026,152628.06,0.0,0.0,7631.4,7631.4,160259.46
INV00758,06CRCHY8380GYZQ,INV/012026/00014,2026-01-05,01-2026,22060.07,0.0,0.0,2647.21,2647.21,24707.28
INV00759,06CRCHY8380GYZQ,INV/042025/00015,2025-04-04,04-2025,130655.89,0.0,0.0,36583.65,36583.65,167239.54
INV00760,06CRCHY8380GYZQ,INV/092025/00016,2025-09-26,09-2025,111723.33,0.0,0.0,13406.8,13406.8,125130.13
INV00761,06CRCHY8380GYZQ,INV/082025/00017,2025-08-23,08-2025,184992.29,0.0,0.0,9249.61,9249.61,194241.9
INV00762,06CRCHY8380GYZQ,INV/052025/00018,2025-05-19,05-2025,74336.72,0.0,0.0,8920.41,8920.41,83257.13
INV00763,06CRCHY8380GYZQ,INV/042025/00019,2025-04-09,04-2025,80268.33,0.0,0.0,9632.2,9632.2,89900.53
INV00764,06CRCHY8380GYZQ,INV/112025/00020,2025-11-20,11-2025,117063.23,0.0,0.0,5853.16,5853.16,122916.39
INV00765,06CRCHY8380GYZQ,INV/072025/00021,2025-07-10,07-2025,200446.85,0.0,0.0,36080.43,36080.43,236527.28
INV00766,06CRCHY8380GYZQ,INV/112025/00022,2025-11-17,11-2025,232558.87,0.0,0.0,27907.06,27907.06,260465.93
INV00767,06CRCHY8380GYZQ,INV/032026/00023,2026-03-01,03-2026,214756.59,0.0,0.0,60131.85,60131.85,274888.44
INV00768,06CRCHY8380GYZQ,INV/012026/00024,2026-01-03,01-2026,215770.09,0.0,0.0,10788.5,10788.5,226558.59
INV00769,06CRCHY8380GYZQ,INV/122025/00025,2025-12-16,12-2025,173196.88,0.0,0.0,31175.44,31175.44,204372.32
INV00770,06CRCHY8380GYZQ,INV/042025/00026,2025-04-12,04-2025,201380.43,0.0,0.0,24165.65,24165.65,225546.08
INV00771,06CRCHY8380GYZQ,INV/042025/00027,2025-04-06,04-2025,72261.39,0.0,0.0,3613.07,3613.07,75874.46
INV00772,06CRCHY8380GYZQ,INV/032026/00028,2026-03-30,03-2026,184596.2,0.0,0.0,51686.94,51686.94,236283.14
INV00773,06CRCHY8380GYZQ,INV/092025/00029,2025-09-14,09-2025,83585.03,0.0,0.0,23403.81,23403.81,106988.84
INV00774,06CRCHY8380GYZQ,INV/082025/00030,2025-08-18,08-2025,10124.68,0.0,0.0,1822.44,1822.44,11947.12
INV00775,06CRCHY8380GYZQ,INV/022026/00031,2026-02-05,02-2026,66645.71,0.0,0.0,18660.8,18660.8,85306.51
INV00776,06CRCHY8380GYZQ,INV/012026/00032,2026-01-08,01-2026,118869.69,0.0,0.0,5943.48,5943.48,124813.17
INV00777,06CRCHY8380GYZQ,INV/032026/00033,2026-03-27,03-2026,230594.44,0.0,0.0,41507.0,41507.0,272101.44
INV00778,06CRCHY8380GYZQ,INV/042025/00034,2025-04-17,04-2025,8090.17,0.0,0.0,1456.23,1456.23,9546.4
INV00779,06CRCHY8380GYZQ,INV/072025/00035,2025-07-05,07-2025,86226.16,0.0,0.0,15520.71,15520.71,101746.87
INV00780,06CRCHY8380GYZQ,INV/012026/00036,2026-01-18,01-2026,246692.19,0.0,0.0,12334.61,12334.61,259026.8
INV00781,06CRCHY8380GYZQ,INV/092025/00037,2025-09-01,09-2025,215832.69,0.0,0.0,60433.15,60433.15,276265.84
INV00782,06CRCHY8380GYZQ,INV/072025/00038,2025-07-08,07-2025,247731.11,0.0,0.0,69364.71,69364.71,317095.82
INV00783,06CRCHY8380GYZQ,INV/092025/00039,2025-09-17,09-2025,62686.71,0.0,0.0,7522.41,7522.41,70209.12
INV00784,06CRCHY8380GYZQ,INV/092025/00040,2025-09-10,09-2025,212509.66,0.0,0.0,25501.16,25501.16,238010.82
INV00785,06CRCHY8380GYZQ,INV/112025/00041,2025-11-18,11-2025,205670.4,0.0,0.0,24680.45,24680.45,230350.85
INV00786,06CRCHY8380GYZQ,INV/082025/00042,2025-08-04,08-2025,87519.28,0.0,0.0,4375.96,4375.96,91895.24
INV00787,07UVGLZ0170Q0ZX,INV/092025/00001,2025-09-05,09-2025,146322.83,8779.37,8779.37,0.0,17558.74,163881.57
INV00788,07UVGLZ0170Q0ZX,INV/052025/00002,2025-05-03,05-2025,57866.49,8101.31,8101.31,0.0,16202.62,74069.11
INV00789,07UVGLZ0170Q0ZX,INV/022026/00003,2026-02-13,02-2026,154703.01,21658.42,21658.42,0.0,43316.84,198019.85
INV00790,07UVGLZ0170Q0ZX,INV/092025/00004,2025-09-03,09-2025,99330.47,5959.83,5959.83,0.0,11919.66,111250.13
INV00791,07UVGLZ0170Q0ZX,INV/072025/00005,2025-07-19,07-2025,235438.67,14126.32,14126.32,0.0,28252.64,263691.31
INV00792,07UVGLZ0170Q0ZX,INV/092025/00006,2025-09-25,09-2025,235436.89,32961.16,32961.16,0.0,65922.32,301359.21
INV00793,07UVGLZ0170Q0ZX,INV/072025/00007,2025-07-29,07-2025,239017.15,14341.03,14341.03,0.0,28682.06,267699.21
INV00794,07UVGLZ0170Q0ZX,INV/052025/00008,2025-05-22,05-2025,132128.63,3303.22,3303.22,0.0,6606.44,138735.07
INV00795,07UVGLZ0170Q0ZX,INV/012026/00009,2026-01-23,01-2026,139139.58,3478.49,3478.49,0.0,6956.98,146096.56
INV00796,07UVGLZ0170Q0ZX,INV/012026/00010,2026-01-18,01-2026,165392.75,14885.35,14885.35,0.0,29770.7,195163.45
INV00797,07UVGLZ0170Q0ZX,INV/022026/00011,2026-02-04,02-2026,147808.37,3695.21,3695.21,0.0,7390.42,155198.79
INV00798,07UVGLZ0170Q0ZX,INV/052025/00012,2025-05-05,05-2025,83130.13,11638.22,11638.22,0.0,23276.44,106406.57
INV00799,07UVGLZ0170Q0ZX,INV/022026/00013,2026-02-09,02-2026,191021.95,26743.07,26743.07,0.0,53486.14,244508.09
INV00800,07UVGLZ0170Q0ZX,INV/092025/00014,2025-09-30,09-2025,235898.55,14153.91,14153.91,0.0,28307.82,264206.37
INV00801,07UVGLZ0170Q0ZX,INV/052025/00015,2025-05-16,05-2025,183677.4,4591.94,4591.94,0.0,9183.88,192861.28
INV00802,07UVGLZ0170Q0ZX,INV/102025/00016,2025-10-17,10-2025,106325.1,14885.51,14885.51,0.0,29771.02,136096.12
INV00803,07UVGLZ0170Q0ZX,INV/012026/00017,2026-01-14,01-2026,93805.93,5628.36,5628.36,0.0,11256.72,105062.65
INV00804,07UVGLZ0170Q0ZX,INV/092025/00018,2025-09-12,09-2025,13922.81,1253.05,1253.05,0.0,2506.1,16428.91
INV00805,07UVGLZ0170Q0ZX,INV/022026/00019,2026-02-05,02-2026,123365.38,17271.15,17271.15,0.0,34542.3,157907.68
INV00806,07UVGLZ0170Q0ZX,INV/032026/00020,2026-03-23,03-2026,27318.36,3824.57,3824.57,0.0,7649.14,34967.5
INV00807,07UVGLZ0170Q0ZX,INV/022026/00021,2026-02-07,02-2026,188149.8,16933.48,16933.48,0.0,33866.96,222016.76
INV00808,07UVGLZ0170Q0ZX,INV/042025/00022,2025-04-24,04-2025,73460.1,6611.41,6611.41,0.0,13222.82,86682.92
INV00809,07UVGLZ0170Q0ZX,INV/022026/00023,2026-02-15,02-2026,133641.59,18709.82,18709.82,0.0,37419.64,171061.23
INV00810,07UVGLZ0170Q0ZX,INV/032026/00024,2026-03-17,03-2026,158209.98,14238.9,14238.9,0.0,28477.8,186687.78
INV00811,07UVGLZ0170Q0ZX,INV/092025/00025,2025-09-24,09-2025,115493.87,2887.35,2887.35,0.0,5774.7,121268.57
INV00812,07UVGLZ0170Q0ZX,INV/102025/00026,2025-10-13,10-2025,94400.32,13216.04,13216.04,0.0,26432.08,120832.4
INV00813,07UVGLZ0170Q0ZX,INV/102025/00027,2025-10-09,10-2025,173369.74,10402.18,10402.18,0.0,20804.36,194174.1
INV00814,07UVGLZ0170Q0ZX,INV/022026/00028,2026-02-07,02-2026,78411.22,1960.28,1960.28,0.0,3920.56,82331.78
INV00815,07UVGLZ0170Q0ZX,INV/022026/00029,2026-02-28,02-2026,240567.15,6014.18,6014.18,0.0,12028.36,252595.51
INV00816,07UVGLZ0170Q0ZX,INV/042025/00030,2025-04-04,04-2025,72930.32,1823.26,1823.26,0.0,3646.52,76576.84
INV00817,07UVGLZ0170Q0ZX,INV/052025/00031,2025-05-05,05-2025,243748.72,21937.38,21937.38,0.0,43874.76,287623.48
INV00818,07UVGLZ0170Q0ZX,INV/102025/00032,2025-10-15,10-2025,169552.31,15259.71,15259.71,0.0,30519.42,200071.73
INV00819,07UVGLZ0170Q0ZX,INV/102025/00033,2025-10-01,10-2025,30889.58,1853.37,1853.37,0.0,3706.74,34596.32
INV00820,07UVGLZ0170Q0ZX,INV/012026/00034,2026-01-05,01-2026,30615.3,765.38,765.38,0.0,1530.76,32146.06
INV00821,07UVGLZ0170Q0ZX,INV/042025/00035,2025-04-21,04-2025,196169.1,4904.23,4904.23,0.0,9808.46,205977.56
